CustomerID,Age,Gender,TenureMonths,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,PaperlessBilling,MonthlyCharges,TotalCharges,SeniorCitizen,Churn
CUST100753,23,Female,70,Two year,DSL,Electronic check,Yes,No,No,78.69,5077.81,0,1
CUST100754,72,Female,20,One year,Fiber optic,Credit card,No,No,No,41.68,1038.44,1,1
CUST100755,50,Female,3,Month-to-month,Fiber optic,Credit card,Yes,No,No,82.69,50.0,0,0
CUST100756,43,Female,24,Two year,DSL,Electronic check,No,No,Yes,137.66,3677.17,0,0
CUST100757,60,Female,46,One year,Fiber optic,Credit card,Yes,Yes,No,105.75,5319.66,1,0
CUST100758,40,Male,40,One year,Fiber optic,Bank transfer,No,No,No,89.96,3536.34,0,0
CUST100759,25,Female,6,Month-to-month,No,Mailed check,Yes,Yes,Yes,69.86,528.9,0,0
CUST100760,60,Female,41,Month-to-month,DSL,Electronic check,Yes,No,Yes,23.53,656.74,1,0
CUST100761,28,Female,13,One year,No,Electronic check,No,No,No,38.94,662.14,0,1
CUST100762,50,Male,37,Month-to-month,No,Bank transfer,No,No,No,104.07,3726.04,0,0
CUST100763,73,Female,42,One year,Fiber optic,Electronic check,No,No,Yes,52.26,1923.11,1,0
CUST100764,72,Female,46,Month-to-month,DSL,Electronic check,No,No,Yes,54.52,2435.59,1,1
CUST100765,38,Male,30,Month-to-month,Fiber optic,Credit card,No,No,Yes,67.86,1919.36,0,1
CUST100766,63,Female,30,Month-to-month,DSL,Bank transfer,No,No,Yes,45.45,1282.21,1,1
CUST100767,53,Male,49,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,41.33,2262.59,0,0
CUST100768,45,Male,54,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,70.74,3623.63,0,0
CUST100769,26,Female,59,Two year,Fiber optic,Electronic check,No,No,No,49.71,3366.65,0,0
CUST100770,39,Female,25,One year,DSL,Electronic check,No,No,No,53.47,1005.49,0,0
CUST100771,55,Male,31,Two year,Fiber optic,Bank transfer,Yes,No,Yes,52.47,2030.43,0,0
CUST100772,75,Male,24,One year,DSL,Mailed check,No,Yes,No,85.06,1787.31,1,0
CUST100773,18,Male,38,One year,DSL,Electronic check,No,Yes,Yes,66.2,2515.35,0,1
CUST100774,59,Female,10,Month-to-month,DSL,Credit card,No,No,Yes,67.54,552.85,0,0
CUST100775,67,Male,31,Two year,Fiber optic,Electronic check,Yes,Yes,No,86.92,2608.59,1,0
CUST100776,73,Female,14,Two year,Fiber optic,Mailed check,No,No,Yes,68.45,1158.64,1,1
CUST100777,42,Male,39,One year,No,Bank transfer,No,Yes,Yes,65.04,2911.52,0,0
CUST100778,24,Female,62,Month-to-month,DSL,Bank transfer,No,Yes,No,83.76,5490.75,0,0
CUST100779,33,Male,71,One year,Fiber optic,Electronic check,No,No,Yes,88.7,6196.49,0,0
CUST100780,67,Male,33,Month-to-month,No,Electronic check,Yes,No,Yes,68.32,2300.62,1,0
CUST100781,68,Male,5,Month-to-month,Fiber optic,Credit card,No,No,Yes,74.02,174.58,1,0
CUST100782,54,Female,17,One year,Fiber optic,Credit card,No,Yes,Yes,52.46,643.93,0,0
CUST100783,25,Female,8,Two year,Fiber optic,Mailed check,No,Yes,Yes,50.48,117.26,0,1
CUST100784,25,Male,55,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,91.23,4908.26,0,0
CUST100785,45,Male,71,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,83.12,5963.92,0,0
CUST100786,52,Female,40,Two year,DSL,Electronic check,Yes,Yes,Yes,83.38,2857.25,0,0
CUST100787,19,Male,13,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,79.02,1015.67,0,1
CUST100788,57,Male,2,Month-to-month,DSL,Electronic check,No,Yes,No,73.16,525.33,0,1
CUST100789,49,Male,71,One year,DSL,Electronic check,No,No,Yes,89.41,6628.59,0,1
CUST100790,18,Female,23,Two year,No,Electronic check,No,No,No,95.38,2047.44,0,0
CUST100791,23,Male,9,Month-to-month,Fiber optic,Electronic check,No,No,No,94.78,503.8,0,1
CUST100792,44,Male,13,Month-to-month,DSL,Credit card,No,Yes,Yes,69.48,1018.2,0,0
CUST100793,59,Male,19,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,106.67,1447.37,0,1
CUST100794,65,Female,48,Month-to-month,DSL,Mailed check,No,No,Yes,77.71,4007.62,1,1
CUST100795,43,Female,65,One year,Fiber optic,Electronic check,No,No,No,87.81,5654.25,0,1
CUST100796,35,Female,20,Two year,DSL,Credit card,Yes,No,Yes,79.05,2038.83,0,0
CUST100797,74,Male,50,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,78.18,3477.26,1,1
CUST100798,44,Male,5,Month-to-month,DSL,Electronic check,No,Yes,Yes,53.61,497.59,0,1
CUST100799,36,Male,1,Month-to-month,Fiber optic,Bank transfer,No,No,No,89.53,64.4,0,1
CUST100800,43,Female,4,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,143.13,489.76,0,1
CUST100801,18,Male,67,Month-to-month,DSL,Credit card,Yes,Yes,Yes,62.63,3853.75,0,0
CUST100802,35,Female,42,Month-to-month,Fiber optic,Mailed check,No,No,Yes,73.77,3247.28,0,1
CUST100803,47,Male,58,One year,DSL,Electronic check,Yes,Yes,No,60.84,3697.75,0,0
CUST100804,71,Male,2,Month-to-month,DSL,Electronic check,Yes,No,Yes,59.8,565.88,1,0
CUST100805,60,Male,2,One year,DSL,Bank transfer,No,No,Yes,110.61,473.23,1,1
CUST100806,63,Female,62,Month-to-month,DSL,Electronic check,No,No,No,55.18,3272.69,1,0
CUST100807,49,Female,8,Two year,DSL,Electronic check,No,No,Yes,60.15,230.23,0,1
CUST100808,24,Female,12,Two year,No,Electronic check,No,Yes,No,32.31,50.0,0,0
CUST100809,40,Male,38,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,53.06,2384.59,0,1
CUST100810,75,Female,44,Month-to-month,DSL,Electronic check,No,No,Yes,29.29,1094.22,1,1
CUST100811,20,Female,17,One year,DSL,Electronic check,Yes,Yes,Yes,87.8,1862.66,0,0
CUST100812,68,Male,33,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,141.99,4816.94,1,1
CUST100813,57,Female,49,Month-to-month,Fiber optic,Bank transfer,No,No,No,62.83,3161.15,0,1
CUST100814,34,Female,32,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,30.33,893.84,0,0
CUST100815,63,Male,28,Two year,DSL,Bank transfer,No,Yes,Yes,94.5,2811.17,1,0
CUST100816,66,Male,6,Month-to-month,Fiber optic,Electronic check,No,No,No,53.83,319.11,1,1
CUST100817,20,Male,33,Month-to-month,DSL,Credit card,No,Yes,Yes,104.48,3355.54,0,0
CUST100818,24,Female,58,Month-to-month,DSL,Electronic check,No,No,Yes,64.95,3941.1,0,0
CUST100819,56,Male,46,One year,DSL,Credit card,No,Yes,Yes,56.2,2549.21,0,0
CUST100820,75,Male,65,Month-to-month,Fiber optic,Electronic check,No,No,No,67.55,4191.17,1,1
CUST100821,19,Female,10,Two year,DSL,Bank transfer,Yes,No,Yes,90.94,1059.36,0,0
CUST100822,56,Male,1,One year,DSL,Mailed check,No,No,No,66.31,50.31,0,0
CUST100823,25,Male,40,Month-to-month,Fiber optic,Electronic check,No,No,No,59.58,2505.43,0,1
CUST100824,55,Male,13,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,67.03,757.93,0,1
CUST100825,54,Female,43,Two year,Fiber optic,Credit card,No,No,Yes,40.2,1426.32,0,0
CUST100826,23,Male,66,One year,No,Electronic check,Yes,No,Yes,81.93,5841.15,0,0
CUST100827,57,Male,25,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,27.33,1069.9,0,0
CUST100828,70,Female,40,Month-to-month,Fiber optic,Electronic check,No,Yes,No,60.9,2656.95,1,1
CUST100829,68,Male,50,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,90.98,4452.05,1,1
CUST100830,19,Female,11,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,79.58,800.3,0,1
CUST100831,32,Male,65,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,86.76,5984.98,0,1
CUST100832,31,Female,15,Month-to-month,DSL,Bank transfer,No,Yes,Yes,70.37,967.09,0,1
CUST100833,44,Female,59,Month-to-month,DSL,Bank transfer,No,Yes,Yes,101.24,5815.02,0,0
CUST100834,26,Female,48,Two year,DSL,Bank transfer,No,Yes,No,95.12,5033.82,0,0
CUST100835,67,Male,11,One year,Fiber optic,Mailed check,No,Yes,No,83.15,902.73,1,1
CUST100836,63,Male,53,Two year,DSL,Bank transfer,No,No,No,95.19,5487.18,1,0
CUST100837,64,Female,15,One year,DSL,Mailed check,No,Yes,Yes,90.76,1011.8,1,1
CUST100838,29,Male,44,One year,DSL,Electronic check,No,No,Yes,61.01,2813.99,0,1
CUST100839,18,Male,70,Month-to-month,DSL,Electronic check,Yes,No,No,38.4,3205.77,0,1
CUST100840,70,Female,69,One year,Fiber optic,Bank transfer,No,Yes,Yes,82.51,5700.63,1,1
CUST100841,34,Female,63,Month-to-month,DSL,Credit card,No,No,Yes,85.65,5329.95,0,1
CUST100842,56,Female,36,Month-to-month,DSL,Electronic check,No,No,Yes,99.26,3281.42,0,1
CUST100843,70,Female,41,Two year,Fiber optic,Mailed check,No,Yes,No,48.59,2262.78,1,0
CUST100844,20,Female,22,Two year,DSL,Electronic check,Yes,No,Yes,49.34,892.95,0,1
CUST100845,18,Male,67,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,83.5,5570.8,0,1
CUST100846,18,Male,35,One year,Fiber optic,Bank transfer,No,Yes,Yes,70.22,2149.07,0,0
CUST100847,27,Female,56,Month-to-month,DSL,Bank transfer,Yes,No,Yes,24.86,1781.38,0,0
CUST100848,20,Female,26,Month-to-month,DSL,Bank transfer,No,Yes,Yes,81.38,2404.6,0,1
CUST100849,65,Male,54,Month-to-month,No,Bank transfer,No,Yes,Yes,25.69,1379.36,1,1
CUST100850,53,Male,17,Month-to-month,No,Electronic check,No,No,No,48.37,533.75,0,0
CUST100851,74,Male,53,One year,Fiber optic,Mailed check,Yes,Yes,No,105.79,5990.85,1,0
CUST100852,64,Female,4,Month-to-month,DSL,Electronic check,No,Yes,No,117.62,379.0,1,1
CUST100853,73,Female,8,Month-to-month,No,Credit card,No,Yes,No,41.61,56.58,1,1
CUST100854,31,Male,26,Two year,Fiber optic,Credit card,No,Yes,No,63.77,1217.49,0,0
CUST100855,34,Male,35,Month-to-month,DSL,Electronic check,Yes,No,No,73.07,2395.96,0,1
CUST100856,67,Female,52,Month-to-month,No,Electronic check,Yes,No,Yes,116.53,5695.9,1,1
CUST100857,32,Male,26,Month-to-month,Fiber optic,Mailed check,No,No,No,59.68,1395.97,0,0
CUST100858,21,Male,2,Month-to-month,No,Credit card,Yes,No,Yes,60.08,306.26,0,1
CUST100859,56,Male,24,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,110.72,2563.43,0,1
CUST100860,64,Female,32,One year,No,Bank transfer,No,No,Yes,62.63,2093.08,1,0
CUST100861,74,Female,40,Two year,DSL,Electronic check,No,No,Yes,90.06,3421.57,1,0
CUST100862,71,Male,47,Month-to-month,DSL,Bank transfer,No,No,No,35.07,1664.58,1,1
CUST100863,24,Male,18,Month-to-month,DSL,Bank transfer,Yes,No,Yes,67.72,1699.19,0,1
CUST100864,62,Female,44,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,30.51,1255.32,1,1
CUST100865,67,Female,46,Two year,DSL,Credit card,No,No,Yes,45.61,2194.17,1,0
CUST100866,58,Male,56,Month-to-month,No,Electronic check,No,No,No,92.98,4815.5,0,1
CUST100867,65,Male,38,Month-to-month,No,Credit card,Yes,No,No,70.75,3068.53,1,1
CUST100868,66,Female,59,Two year,No,Electronic check,Yes,No,Yes,64.02,3657.88,1,0
CUST100869,43,Male,16,One year,DSL,Bank transfer,No,No,Yes,53.28,1115.11,0,0
CUST100870,20,Male,52,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,66.48,3426.16,0,1
CUST100871,44,Female,4,Month-to-month,DSL,Bank transfer,No,Yes,No,79.53,471.01,0,1
CUST100872,29,Male,8,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,96.57,940.31,0,0
CUST100873,24,Male,63,Two year,DSL,Bank transfer,Yes,No,No,20.0,1146.89,0,0
CUST100874,25,Female,35,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,51.21,2065.33,0,1
CUST100875,58,Male,45,Month-to-month,Fiber optic,Mailed check,No,No,No,75.98,3229.35,0,1
CUST100876,47,Male,44,One year,DSL,Credit card,No,No,Yes,69.53,3253.8,0,1
CUST100877,49,Female,51,Month-to-month,Fiber optic,Mailed check,No,No,No,82.08,4088.53,0,1
CUST100878,61,Male,18,Month-to-month,Fiber optic,Mailed check,Yes,No,No,78.69,1503.81,1,1
CUST100879,49,Female,13,Two year,Fiber optic,Bank transfer,No,Yes,No,64.38,721.44,0,1
CUST100880,54,Female,4,Month-to-month,DSL,Mailed check,Yes,No,No,58.83,247.81,0,1
CUST100881,22,Female,63,Two year,No,Credit card,No,No,Yes,65.86,3880.51,0,0
CUST100882,67,Female,17,One year,DSL,Mailed check,No,No,Yes,100.72,1774.13,1,0
CUST100883,44,Male,42,Month-to-month,No,Credit card,No,No,Yes,53.7,2266.45,0,1
CUST100884,27,Female,33,One year,No,Credit card,Yes,No,Yes,70.43,2189.15,0,0
CUST100885,65,Male,12,One year,Fiber optic,Mailed check,No,No,Yes,76.58,905.2,1,0
CUST100886,60,Male,30,One year,Fiber optic,Mailed check,No,No,Yes,111.01,3363.8,1,1
CUST100887,21,Male,6,One year,Fiber optic,Bank transfer,No,No,No,64.49,232.85,0,0
CUST100888,29,Female,13,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,95.97,1215.42,0,1
CUST100889,18,Female,11,Month-to-month,DSL,Electronic check,No,No,Yes,102.8,879.41,0,1
CUST100890,33,Female,60,One year,Fiber optic,Electronic check,No,No,Yes,70.41,4811.03,0,0
CUST100891,23,Female,41,Month-to-month,No,Electronic check,No,No,No,66.73,3000.71,0,0
CUST100892,59,Male,67,Month-to-month,DSL,Bank transfer,No,No,Yes,63.77,4340.86,0,0
CUST100893,48,Female,32,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,65.6,2392.23,0,0
CUST100894,74,Female,15,Month-to-month,No,Electronic check,No,Yes,Yes,93.36,905.59,1,1
CUST100895,61,Male,44,One year,No,Mailed check,No,No,Yes,77.78,2782.9,1,0
CUST100896,53,Male,67,Two year,DSL,Bank transfer,Yes,No,Yes,77.88,5118.14,0,0
CUST100897,47,Male,39,Two year,DSL,Credit card,Yes,No,No,43.87,1366.29,0,0
CUST100898,21,Female,2,Month-to-month,No,Electronic check,No,Yes,No,47.81,50.0,0,1
CUST100899,22,Male,22,Month-to-month,DSL,Electronic check,No,No,Yes,125.59,2814.39,0,1
CUST100900,53,Female,67,Two year,No,Electronic check,No,No,Yes,67.55,4755.95,0,0
CUST100901,18,Female,38,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,52.63,1715.37,0,0
CUST100902,20,Male,69,One year,DSL,Electronic check,No,No,Yes,107.78,7536.73,0,0
CUST100903,30,Male,37,One year,DSL,Electronic check,No,Yes,Yes,79.05,2928.45,0,0
CUST100904,69,Male,1,Month-to-month,Fiber optic,Credit card,No,No,No,86.45,173.33,1,1
CUST100905,44,Male,63,Month-to-month,Fiber optic,Mailed check,No,No,Yes,68.55,4188.71,0,1
CUST100906,59,Male,55,One year,Fiber optic,Electronic check,No,Yes,No,64.03,3867.43,0,0
CUST100907,41,Female,52,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,67.76,3497.64,0,1
CUST100908,28,Male,70,Two year,Fiber optic,Electronic check,No,No,Yes,37.43,3063.65,0,0
CUST100909,39,Female,15,One year,Fiber optic,Mailed check,No,Yes,No,69.8,849.4,0,0
CUST100910,23,Female,66,Month-to-month,DSL,Mailed check,No,No,Yes,79.4,5426.11,0,1
CUST100911,62,Female,17,One year,DSL,Electronic check,Yes,No,Yes,118.26,1995.5,1,0
CUST100912,28,Female,70,Month-to-month,DSL,Electronic check,No,No,Yes,74.15,5108.56,0,1
CUST100913,39,Male,14,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,20.0,438.08,0,0
CUST100914,74,Female,40,Two year,DSL,Credit card,No,Yes,No,69.65,2711.21,1,0
CUST100915,52,Female,57,One year,Fiber optic,Electronic check,No,Yes,No,140.49,7342.44,0,0
CUST100916,44,Male,6,One year,Fiber optic,Bank transfer,No,Yes,No,93.66,50.0,0,0
CUST100917,49,Male,5,Two year,DSL,Electronic check,No,Yes,No,51.73,576.76,0,0
CUST100918,63,Female,62,Month-to-month,No,Credit card,No,No,Yes,86.78,5687.92,1,1
CUST100919,32,Female,5,Month-to-month,No,Credit card,No,No,Yes,53.45,739.09,0,0
CUST100920,54,Male,45,Month-to-month,DSL,Bank transfer,No,Yes,Yes,38.15,1712.37,0,0
CUST100921,68,Female,68,Month-to-month,DSL,Bank transfer,No,No,Yes,63.29,3980.56,1,1
CUST100922,51,Male,45,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,74.29,3238.15,0,1
CUST100923,43,Female,35,Month-to-month,DSL,Electronic check,No,Yes,Yes,25.2,884.86,0,0
CUST100924,26,Female,31,One year,Fiber optic,Mailed check,No,No,No,43.27,1089.61,0,1
CUST100925,32,Male,46,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,72.26,3736.1,0,0
CUST100926,72,Female,42,One year,No,Bank transfer,No,Yes,Yes,61.8,3155.48,1,0
CUST100927,49,Male,37,Two year,No,Mailed check,No,No,Yes,81.87,3148.76,0,0
CUST100928,35,Female,12,Two year,Fiber optic,Electronic check,Yes,No,Yes,41.63,496.84,0,0
CUST100929,42,Female,48,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,89.85,3989.06,0,1
CUST100930,51,Female,54,Two year,Fiber optic,Credit card,No,No,Yes,42.41,2676.75,0,0
CUST100931,49,Male,52,Two year,DSL,Bank transfer,No,Yes,Yes,113.07,5898.72,0,0
CUST100932,58,Male,6,Month-to-month,Fiber optic,Mailed check,Yes,No,No,29.11,102.37,0,0
CUST100933,32,Female,51,Month-to-month,DSL,Credit card,No,No,Yes,44.69,2399.48,0,1
CUST100934,55,Female,53,Month-to-month,Fiber optic,Electronic check,No,Yes,No,82.43,4222.36,0,0
CUST100935,43,Male,14,One year,Fiber optic,Bank transfer,Yes,Yes,No,113.61,1627.26,0,0
CUST100936,72,Female,62,One year,Fiber optic,Mailed check,No,No,No,79.88,4591.94,1,0
CUST100937,27,Female,38,Month-to-month,DSL,Electronic check,Yes,Yes,No,86.07,3542.43,0,1
CUST100938,26,Female,35,One year,Fiber optic,Credit card,No,Yes,Yes,72.44,2509.3,0,1
CUST100939,44,Male,53,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,46.34,2745.72,0,1
CUST100940,47,Male,37,Month-to-month,DSL,Electronic check,Yes,No,Yes,59.75,2160.47,0,0
CUST100941,58,Male,40,Two year,DSL,Electronic check,No,Yes,Yes,41.7,1633.95,0,0
CUST100942,41,Male,23,Two year,Fiber optic,Credit card,Yes,No,No,40.03,617.61,0,0
CUST100943,70,Male,67,One year,DSL,Credit card,Yes,Yes,Yes,82.04,5686.62,1,0
CUST100944,45,Male,70,Month-to-month,Fiber optic,Electronic check,No,No,Yes,43.92,2855.44,0,1
CUST100945,25,Male,10,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,79.99,678.29,0,1
CUST100946,24,Male,53,Month-to-month,DSL,Electronic check,Yes,No,No,39.45,2091.11,0,0
CUST100947,74,Female,2,Month-to-month,No,Bank transfer,No,No,Yes,79.41,189.13,1,1
CUST100948,25,Male,27,Month-to-month,No,Mailed check,No,No,Yes,59.78,1187.54,0,1
CUST100949,72,Male,70,Two year,DSL,Electronic check,No,Yes,No,107.17,7444.2,1,0
CUST100950,34,Female,13,One year,No,Mailed check,No,No,No,80.09,1239.98,0,1
CUST100951,23,Female,28,Month-to-month,Fiber optic,Credit card,No,No,Yes,102.89,2786.34,0,1
CUST100952,35,Female,16,Month-to-month,DSL,Electronic check,No,Yes,Yes,53.11,793.58,0,1
CUST100953,53,Male,53,Month-to-month,Fiber optic,Electronic check,No,No,Yes,73.4,3930.8,0,0
CUST100954,42,Male,34,Month-to-month,Fiber optic,Credit card,No,No,Yes,47.47,1582.49,0,0
CUST100955,63,Female,43,One year,DSL,Electronic check,No,No,No,61.66,2393.75,1,0
CUST100956,53,Female,68,Month-to-month,DSL,Mailed check,No,No,No,65.45,4441.51,0,1
CUST100957,41,Male,38,Two year,DSL,Mailed check,No,No,Yes,53.85,2294.82,0,0
CUST100958,54,Female,53,Month-to-month,DSL,Electronic check,No,No,Yes,41.61,1942.54,0,1
CUST100959,74,Female,8,Month-to-month,DSL,Electronic check,Yes,No,No,36.66,199.66,1,1
CUST100960,41,Female,16,Two year,No,Electronic check,No,Yes,Yes,20.0,50.0,0,0
CUST100961,26,Female,69,Month-to-month,No,Electronic check,No,No,Yes,45.59,3381.06,0,0
CUST100962,41,Female,62,Month-to-month,DSL,Mailed check,No,Yes,No,87.69,5413.69,0,1
CUST100963,66,Male,48,One year,Fiber optic,Credit card,No,No,Yes,32.04,1325.37,1,0
CUST100964,30,Female,28,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,37.8,1081.47,0,1
CUST100965,73,Female,15,Month-to-month,DSL,Bank transfer,Yes,No,Yes,116.77,1450.65,1,1
CUST100966,52,Male,62,Month-to-month,No,Mailed check,No,No,Yes,56.09,3219.21,0,0
CUST100967,52,Male,57,Month-to-month,Fiber optic,Electronic check,No,No,Yes,80.03,4196.68,0,1
CUST100968,36,Male,18,Month-to-month,Fiber optic,Mailed check,No,Yes,No,88.06,1318.39,0,1
CUST100969,71,Male,43,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,88.56,4147.41,1,1
CUST100970,20,Female,45,One year,Fiber optic,Bank transfer,Yes,No,Yes,33.94,1344.02,0,0
CUST100971,35,Male,35,Two year,DSL,Electronic check,No,No,Yes,66.22,2434.26,0,1
CUST100972,42,Female,67,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,31.54,1904.1,0,1
CUST100973,45,Female,9,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,133.16,1388.32,0,1
CUST100974,45,Female,19,Month-to-month,DSL,Electronic check,No,No,No,32.13,353.95,0,1
CUST100975,26,Female,7,Month-to-month,Fiber optic,Credit card,No,No,No,45.8,330.41,0,0
CUST100976,31,Female,50,Month-to-month,Fiber optic,Electronic check,No,No,Yes,45.98,2312.21,0,1
CUST100977,23,Female,47,One year,DSL,Electronic check,No,Yes,Yes,34.58,2207.21,0,0
CUST100978,51,Male,72,Month-to-month,DSL,Electronic check,No,Yes,No,105.81,7775.93,0,0
CUST100979,38,Female,40,Month-to-month,No,Credit card,No,Yes,No,132.56,5154.17,0,0
CUST100980,50,Male,11,One year,DSL,Bank transfer,No,No,No,60.11,832.47,0,1
CUST100981,52,Male,33,Two year,No,Credit card,No,No,Yes,38.99,1821.21,0,0
CUST100982,58,Female,7,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,20.0,50.0,0,1
CUST100983,49,Male,49,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,65.9,3018.48,0,1
CUST100984,55,Male,49,Two year,DSL,Credit card,No,Yes,Yes,64.09,3081.19,0,0
CUST100985,52,Female,62,Month-to-month,DSL,Credit card,No,Yes,Yes,55.72,3350.37,0,0
CUST100986,55,Female,25,One year,DSL,Credit card,No,Yes,No,77.53,1855.06,0,1
CUST100987,53,Female,23,One year,Fiber optic,Mailed check,No,No,Yes,81.88,1557.18,0,1
CUST100988,36,Female,6,Month-to-month,Fiber optic,Credit card,No,No,Yes,80.08,831.47,0,1
CUST100989,32,Female,30,Month-to-month,DSL,Electronic check,No,No,No,64.1,1567.35,0,1
CUST100990,63,Female,35,Month-to-month,DSL,Credit card,No,Yes,No,44.46,1506.05,1,0
CUST100991,37,Female,55,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,88.65,5137.21,0,1
CUST100992,49,Male,55,Month-to-month,DSL,Bank transfer,No,No,Yes,72.31,3969.5,0,0
CUST100993,29,Female,11,One year,DSL,Electronic check,Yes,Yes,No,94.21,791.46,0,0
CUST100994,43,Female,21,One year,DSL,Electronic check,Yes,No,No,91.75,1589.58,0,0
CUST100995,48,Male,37,Two year,Fiber optic,Credit card,Yes,No,Yes,36.46,1291.52,0,0
CUST100996,54,Male,25,Two year,No,Credit card,No,No,Yes,36.14,714.24,0,0
CUST100997,48,Female,2,One year,DSL,Bank transfer,No,Yes,Yes,53.11,157.53,0,0
CUST100998,38,Female,61,Month-to-month,DSL,Credit card,No,No,No,45.59,2430.63,0,0
CUST100999,73,Female,53,Month-to-month,DSL,Mailed check,No,No,Yes,90.88,5019.9,1,1
CUST101000,47,Male,38,One year,DSL,Credit card,No,Yes,Yes,80.78,3098.53,0,0
CUST101001,64,Female,23,One year,Fiber optic,Electronic check,No,No,No,99.48,2335.5,1,1
CUST101002,60,Female,61,Month-to-month,No,Electronic check,Yes,No,No,81.91,5356.78,1,0
CUST101003,50,Female,3,One year,Fiber optic,Mailed check,No,Yes,Yes,77.22,122.21,0,0
CUST101004,69,Male,33,Month-to-month,DSL,Electronic check,No,No,No,101.99,3184.22,1,1
CUST101005,25,Female,58,Month-to-month,No,Mailed check,No,Yes,Yes,83.74,4719.98,0,0
CUST101006,71,Male,69,Two year,DSL,Credit card,Yes,Yes,Yes,73.7,5037.17,1,0
CUST101007,67,Male,19,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,109.01,2048.45,1,1
CUST101008,47,Female,47,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,74.88,3311.69,0,0
CUST101009,60,Male,14,One year,Fiber optic,Electronic check,No,No,No,64.39,395.69,1,0
CUST101010,48,Male,9,One year,DSL,Credit card,No,No,Yes,51.05,319.22,0,0
CUST101011,33,Male,26,Month-to-month,Fiber optic,Electronic check,No,No,No,89.58,2419.04,0,0
CUST101012,64,Male,64,One year,Fiber optic,Bank transfer,No,Yes,Yes,102.93,6621.58,1,1
CUST101013,32,Male,50,Month-to-month,No,Bank transfer,No,No,No,70.74,3836.89,0,1
CUST101014,36,Female,36,One year,Fiber optic,Mailed check,No,No,No,104.7,4258.07,0,0
CUST101015,48,Female,21,Month-to-month,Fiber optic,Electronic check,Yes,No,No,22.75,667.58,0,1
CUST101016,66,Female,11,Two year,Fiber optic,Electronic check,No,No,No,70.61,1122.34,1,0
CUST101017,40,Male,20,One year,DSL,Electronic check,No,No,Yes,71.0,1611.69,0,0
CUST101018,46,Male,11,Month-to-month,DSL,Electronic check,No,No,Yes,53.83,1019.6,0,1
CUST101019,20,Female,14,Month-to-month,DSL,Electronic check,No,No,Yes,131.6,2305.11,0,1
CUST101020,24,Female,50,Month-to-month,DSL,Bank transfer,Yes,No,Yes,70.35,3755.29,0,0
CUST101021,21,Male,10,One year,Fiber optic,Electronic check,No,Yes,Yes,61.81,794.7,0,0
CUST101022,22,Female,4,One year,DSL,Electronic check,No,No,Yes,72.65,239.29,0,0
CUST101023,68,Male,40,One year,Fiber optic,Electronic check,No,No,Yes,21.93,866.87,1,1
CUST101024,66,Female,21,Two year,DSL,Mailed check,No,No,No,53.0,1028.54,1,0
CUST101025,65,Male,33,Month-to-month,Fiber optic,Mailed check,No,No,Yes,96.58,3342.45,1,1
CUST101026,21,Male,11,One year,Fiber optic,Bank transfer,No,Yes,Yes,56.28,438.99,0,1
